0,JMPNL,129,$gin,1.3,,,,,
0,ADD,gin,$gin,0.015,,,,,
0.06666,JMPL,113,$gt,210,,,,,
0,DamagePlayer,N,,,,,,,
0.4,SET,Loop,21,,,,,,
0,SUB,Loop,$Loop,1,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,rnd,初始坐标x,640,,,,,,
0,rnd,初始坐标y,480,,,,,,
0,rnd,最终坐标x,640,,,,,,
0,rnd,最终坐标y,480,,,,,,
0,ANGLE,Ang,$最终坐标x,$最终坐标y,$HeartX,$HeartY,,,
0,gasterblaster,0,$初始坐标x,$初始坐标y,$最终坐标x,$最终坐标y,$Ang,0.1,0.1
0.1,JMPNZ,132,$Loop,,,,,,
0,BoneStab,0,30,0,999,,,,
0,BoneStab,1,30,0,999,,,,
0,BoneStab,2,30,0,999,,,,
0,BoneStab,3,30,0,999,,,,
0,SansHead,BlueEye,,,,,,,
0,HeartMaxFallSpeed,750,,,,,,,
0.4,SET,Loop,21,,,,,,
0,SUB,Loop,$Loop,1,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,rnd,初始坐标x,640,,,,,,
0,rnd,初始坐标y,480,,,,,,
0,rnd,最终坐标x,640,,,,,,
0,rnd,最终坐标y,480,,,,,,
0,ANGLE,Ang,$最终坐标x,$最终坐标y,$HeartX,$HeartY,,,
0,gasterblaster,1,$初始坐标x,$初始坐标y,$最终坐标x,$最终坐标y,$Ang,0.4,0.1
0,rnd,sb,4,,,,,,
0,jmpe,164,$sb,1,,,,,
0,jmpe,168,$sb,2,,,,,
0,jmpe,172,$sb,3,,,,,
0,SansSlam,0,,,,,,,
0,sansbody,handright,,,,,,,
0,jmpabs,175,,,,,,,
,,,,,,,,,
0,SansSlam,2,,,,,,,
0,sansbody,handleft,,,,,,,
0,jmpabs,175,,,,,,,
,,,,,,,,,
0,SansSlam,3,,,,,,,
0,sansbody,handup,,,,,,,
0,jmpabs,175,,,,,,,
,,,,,,,,,
0,SansSlam,1,,,,,,,
0,sansbody,handdown,,,,,,,
0,jmpabs,175,,,,,,,
,,,,,,,,,
0.2,JMPNZ,148,$Loop,,,,,,
0,SETHP,,,,,,,,
